Make,Year,Condition,Mileage,Price
Hyundai,2021,Used,70299,17575
Subaru,2020,Certified,14161,31953
Chevrolet,2024,New,4,48090
INFINITI,2013,Used,89273,13900
Volkswagen,2011,Used,47272,12400
Saab,2005,Used,154222,3499
Rivian,2023,Used,7064,70000
BMW,2009,Used,131086,8999
Porsche,2024,Certified,4130,94300
Mercedes-Benz,2020,Used,55900,45995
Kia,2014,Used,78869,11990
Audi,2021,Used,50624,54912
Buick,2007,Used,71699,7499
Lexus,2008,Used,190232,11795
Aston,2003,Used,21142,68990
Mercedes-Benz,2021,Used,27612,59800
INFINITI,2010,Used,115947,10990
Mercedes-Benz,2019,Used,32450,78900
Lamborghini,2023,Used,3010,329950
Cadillac,1976,Used,104848,26754
RAM,2024,New,25,93982
BMW,2018,Used,41079,34500
Toyota,2004,Used,10364,17750
Audi,2008,Used,100531,10990
Subaru,2013,Used,120975,12495
Ford,2013,Used,102363,11999
Lexus,2005,Used,68820,17500
Acura,2010,Used,145648,7900
INFINITI,2013,Used,162280,9888
INFINITI,2012,Used,89659,15975
MINI,2012,Used,90086,10785
Audi,2012,Used,62935,16000
Cadillac,2014,Used,79319,15850
Audi,2024,New,1,97890
Ford,2004,Used,119162,6000
Chevrolet,2014,Used,24372,41990
Hyundai,2019,Used,51469,16790
Nissan,2014,Used,28024,26995
BMW,2024,New,7,90395
Audi,2017,Used,71537,22895
INFINITI,2010,Used,103924,13995
Chevrolet,2005,Used,11467,34800
Volkswagen,2012,Used,90500,12395
Subaru,2017,Used,62575,28495
Buick,2020,Used,20414,26998
Volkswagen,2018,Used,69236,15988
Lexus,2022,Used,44152,42977
Lexus,2020,Used,62944,38495
Subaru,2016,Used,43892,29900
Lexus,2021,Used,16121,40495
Lamborghini,2022,Used,2801,329895
BMW,2023,Used,13212,49875
Lincoln,2017,Used,73246,16998
Toyota,2024,New,0,45928
Rivian,2022,Used,28970,61451
Toyota,1995,Used,98842,129800
Mercedes-Benz,2022,Certified,3573,76999
Mercedes-Benz,2017,Used,46469,36999
Toyota,2024,New,4,54187
Audi,2004,Used,72069,12990
INFINITI,2012,Used,79449,12999
Nissan,2004,Used,19919,22500
Porsche,1999,Used,59514,9995
Chevrolet,2024,New,3,47095
Mercedes-Benz,2015,Used,71183,12995
Buick,2021,Used,25002,29747
INFINITI,2012,Used,116651,11295
Audi,2013,Used,89306,15577
Porsche,2020,Certified,41876,59991
Mitsubishi,2008,Used,69200,32000
Audi,2024,New,5,54305
Lexus,2019,Used,34462,30865
Dodge,2011,Used,109192,13995
Mazda,2023,New,10,35959
Jeep,2021,Used,36383,32491
Cadillac,2005,Used,46416,8995
MINI,2012,Used,117492,8985
Chevrolet,2002,Used,50038,8495
Toyota,2006,Used,74200,12995
Mitsubishi,2013,Used,102493,24490
Audi,2019,Used,66851,41980
Chevrolet,2024,New,2,43610
Mitsubishi,2008,Used,82789,6814
GMC,2017,Used,70842,18908
BMW,2012,Used,101580,18995
INFINITI,2017,Used,123210,20998
Audi,2016,Used,85665,27488
GMC,2023,Used,18847,39989
BMW,2014,Used,119849,13999
INFINITI,2006,Used,71807,8999
Dodge,2012,Used,93277,6990
Audi,2024,New,10,108720
BMW,2024,New,10,90495
INFINITI,2012,Used,111666,11775
Chevrolet,2015,Used,135079,9991
Chevrolet,2006,Used,76501,7790
Dodge,2004,Used,36345,17888
Audi,2016,Used,109106,26995
BMW,2012,Used,75346,16450
INFINITI,2013,Used,74220,17895
Chevrolet,1972,Used,64800,37500
Toyota,2015,Used,62567,13980
Chevrolet,1985,Used,12577,35994
MINI,2010,Used,90750,6890
Porsche,2019,Used,36961,52800
Mitsubishi,2014,Used,111076,9590
BMW,2017,Used,92171,17925
Hummer,2009,Used,72466,25950
Lamborghini,2020,Used,18120,269841
Cadillac,2008,Used,51886,12950
Nissan,2016,Used,70533,19995
Volkswagen,2013,Used,96481,13990
INFINITI,2010,Used,133393,10245
Dodge,2009,Used,155365,10490
Hummer,2006,Used,120503,11990
MINI,2007,Used,69909,6945
Cadillac,2005,Used,90654,6690
Mitsubishi,2011,Used,143298,10777
Volkswagen,2007,Used,93528,8975
Nissan,2014,Used,72161,21888
Toyota,2007,Used,184950,6888
Nissan,2006,Used,102918,11490
Subaru,2013,Used,73993,17777
Toyota,2018,Certified,17799,28499
Chevrolet,2013,Used,84505,24995
Toyota,2008,Used,51797,15995
Lamborghini,2020,Used,8203,239800
Nissan,2016,Used,4731,44800
Hyundai,2024,New,5,54251
GMC,2021,Used,35999,26800
Chevrolet,2014,Used,24888,44900
Chevrolet,2018,Used,95038,23500
Nissan,2020,Used,60801,16976
Nissan,2024,Used,1668,25500
Lexus,2021,Used,62655,66777
Nissan,2022,Used,44503,18822
Lexus,2022,Used,6688,87777
Cadillac,2016,Used,5103,47800
Bugatti,2008,Used,10890,1699800
Dodge,2007,Used,36253,44800
Toyota,2006,Used,60011,16950
Mitsubishi,2015,Used,50702,34900
Subaru,2024,New,4,48428
Ferrari,2020,Used,1035,375800
Nissan,2004,Used,50626,16500
Audi,2017,Used,73048,32795
Lexus,2007,Used,102065,13990
Pontiac,1984,Used,25708,14800
Toyota,2015,Used,100594,14500
Lincoln,2006,Used,93631,9500
Honda,2021,Used,26023,37995
Porsche,2016,Used,99727,19995
Lincoln,2006,Used,71726,12950
Toyota,2019,Used,36857,15336
Mercedes-Benz,2020,Used,22845,45995
Cadillac,2020,Used,24643,29997
Cadillac,2019,Used,35569,43995
Kia,2023,Used,12645,23495
Porsche,2015,Used,49166,65994
Lexus,2024,New,0,62870
RAM,2017,Used,48636,45995
Audi,2023,Used,5866,54444
Toyota,2019,Certified,61619,25973
Audi,2022,Used,35008,71540
Audi,2020,Used,21869,49170
BMW,2012,Used,96854,17777
Kia,2019,Used,105248,9995
Toyota,2023,Used,5613,30888
Acura,2015,Used,64320,20699
Toyota,2011,Used,81130,15985
Audi,2008,Used,46528,23985
BMW,2015,Used,43781,12979
Toyota,2021,Used,63139,22000
Lexus,2019,Used,66475,29872
Porsche,2014,Certified,64104,99790
Subaru,2024,New,5,45054
Acura,2021,Used,40358,27626
Volvo,2024,New,0,67415
RAM,2020,Used,50264,27995
Honda,2024,New,5,52220
Lexus,2021,Used,21993,43995
Buick,2021,Certified,64199,17975
Ford,2022,Used,30081,24995
Jeep,2024,New,5,45310
Lexus,2024,New,,67715
BMW,2013,Used,98438,18950
Jaguar,2018,Used,43974,37095
Honda,2012,Used,186378,7550
Audi,2020,Used,44790,24990
Lexus,2024,New,0,68990
Chevrolet,2023,Used,2230,74000
Cadillac,2021,Used,39425,79210
Mazda,2020,Used,81565,19895
Chevrolet,2016,Used,171140,17499
Subaru,2024,New,12,37870
Subaru,2024,New,6,39585
Chevrolet,2024,New,2,28360
Cadillac,2012,Used,120227,19995
Subaru,2024,New,6,35458
Jeep,2024,New,27,52236
Nissan,2017,Used,104815,12999
Dodge,2020,Used,3060,51888
Chevrolet,2024,New,1,40815
Audi,2015,Used,110678,17995
Audi,2024,New,3,95295
Subaru,2024,New,4,36202
Chevrolet,2021,Used,18604,20998
Jeep,2018,Used,100891,13500
Subaru,2014,Used,117829,15912
Mazda,2019,Used,53927,24900
Honda,2025,New,10,56130
RAM,2024,New,,81999
Toyota,1998,Used,87024,18990
Chevrolet,2024,New,7,26965
Mercedes-Benz,2024,New,13,69705
Toyota,2023,Used,6022,34995
Ferrari,2007,Used,20444,149800
Toyota,2013,Used,155014,7999
Audi,2013,Used,130000,10000
INFINITI,2010,Used,115947,10990
Dodge,2019,Used,66052,43850
Mercedes-Benz,2024,New,10,115425
GMC,2017,Used,48692,20487
Mercedes-Benz,2003,Used,171020,6850
Subaru,2022,Used,28837,25145
RAM,2024,New,0,67699
Mercedes-Benz,2024,New,7,58746
Alfa,2024,New,19,49135
Ford,2021,Used,36469,47175
Jeep,2023,New,48,59971
Acura,2021,Used,20209,32550
Mercedes-Benz,2024,New,10,94925
Jeep,2023,New,5893,52750
Honda,2020,Used,79629,24723
Cadillac,2024,New,,63190
BMW,2024,New,10,85245
Cadillac,2019,Used,59219,23550
Jeep,2024,New,11,37383
Ford,2004,Used,204560,15800
Hyundai,2021,Used,18558,29750
Ford,2023,Used,17915,24977
Subaru,2021,Used,31724,30500
Kia,2023,New,5836,20648
BMW,2015,Used,52698,11990
Mercedes-Benz,2018,Used,49661,39972
Honda,2022,Certified,9075,30633
Nissan,2024,New,0,31745
BMW,2024,Used,4505,61290
Chevrolet,2024,New,5,47095
Kia,2024,New,10,30975
Ford,2018,Used,83520,26995
Dodge,2014,Used,161407,13999
Subaru,2024,New,52,37037
Ford,2024,New,18,33815
Cadillac,2020,Used,62847,43032
Chrysler,2017,Used,111832,16500
Honda,2015,Used,158522,12982
Jeep,2022,New,51,54991
Audi,2022,Used,50393,69088
Chrysler,2020,Used,80517,19995
Volkswagen,2023,Certified,12564,26377
Audi,2020,Used,16159,49880
Kia,2024,New,8,35415
Hyundai,2020,Used,35113,22900
Jeep,2024,New,10,29358
Jeep,2023,Used,12477,50999
Jeep,2024,New,30,55452
Volkswagen,2024,New,11,53889
Ford,2020,Used,31077,23995
Jeep,2024,New,16,43070
Volvo,2024,New,0,72595
Ford,2024,New,8,55740
Toyota,2023,Used,3399,28500
Jeep,2024,New,10,48188
GMC,2024,New,15,90100
BMW,2021,Used,29245,25195
Jeep,2024,New,21,75446
Jeep,2024,New,,60716
Dodge,2019,Used,59595,20477
Hyundai,2017,Used,109340,7700
BMW,2020,Used,28545,55991
Chevrolet,2020,Used,62112,17215
Acura,2019,Used,55685,30989
Chevrolet,2021,Used,63396,16000
Subaru,2024,New,1,42604
Mercedes-Benz,2011,Used,34311,31888
Jeep,2024,New,11,53895
Lexus,2021,Used,16121,40495
Aston,2019,Used,6216,168177
BMW,2015,Used,73660,22843
Lexus,2019,Used,60299,30495
BMW,2021,Certified,25909,56888
Lincoln,2016,Used,65888,21500
Lincoln,2018,Used,51673,33900
Ford,2023,New,10,73135
Volkswagen,2016,Used,55972,25455
Dodge,2011,Used,109192,13995
Chevrolet,2024,New,2,30998
Cadillac,2020,Used,71183,36950
Jeep,2024,New,10,28185
Nissan,2024,New,2,29597
Cadillac,2021,Used,38722,35695
Jeep,2018,Certified,58979,16406
Cadillac,2021,Used,31956,35989
Volkswagen,2013,Used,97710,10890
Jeep,2024,New,0,58460
Nissan,2024,New,7,21951
Chevrolet,2019,Used,36622,49991
Jeep,2021,Used,49084,38400
Nissan,2021,Used,51026,17995
Jeep,2024,New,10,52848
BMW,2024,New,13,156695
Genesis,2023,Used,3193,45025
RAM,2025,New,,63385
Nissan,2018,Used,37777,21588
Kia,2024,New,12,47011
Jeep,2024,New,100,44101
Audi,2024,New,10,108600
Mercedes-Benz,2005,Used,73212,16319
Honda,2004,Used,157694,7995
Chrysler,2022,Used,48097,27613
Jeep,2022,Used,8077,69980
Hyundai,2024,New,9,29162
Honda,2019,Used,40147,32337
Ford,2012,Used,106430,15750
Jeep,2024,New,10,40784
INFINITI,2023,New,10,53686
Ford,2014,Used,85322,7500
Chevrolet,2021,Used,71440,20875
Scion,2016,Used,35607,16977
Jeep,2024,New,0,53035
Ford,2024,New,5,38793
Tesla,2020,Used,56484,42972
Honda,2014,Used,114743,14495
Ford,2016,Used,109982,10945
Cadillac,1989,Used,30000,9995
Honda,2024,New,5,53600
Mercedes-Benz,2020,Used,99582,34980
Lincoln,2017,Used,30777,23590
Kia,2016,Used,63364,15125
Ford,2013,Used,95087,14998
Acura,2021,Used,19016,27990
Mitsubishi,2024,New,1,30485
Volvo,2019,Used,38375,33888
Jaguar,2004,Used,110422,8888
Ford,2019,Used,55786,16301
Subaru,2024,New,6,37860
Nissan,2018,Used,103825,18900
Kia,2024,New,11,45990
Cadillac,2020,Used,29360,45400
Ford,2021,Used,28205,33294
BMW,2015,Used,43781,12979
Subaru,2024,Certified,2351,31444
Cadillac,2021,Used,47635,28300
Mercedes-Benz,1997,Used,77428,12988
Rolls-Royce,2017,Used,15083,198800
Jeep,2024,New,10,41276
BMW,2022,Used,15236,63700
Mercedes-Benz,2019,Certified,25220,43594
Lincoln,2020,Used,36284,27998
Jeep,2024,New,8,30665
Tesla,2022,Used,58543,21850
Ford,2024,New,5,52425
Lexus,2018,Used,10147,69855
Kia,2024,New,10,45717
Volkswagen,2019,Certified,48290,25750
Lincoln,2023,New,10,40697
Honda,2017,Used,109658,20567
Chevrolet,2024,New,10,25380
Ford,2024,New,3,52465
Volkswagen,2023,Used,4178,24995
Cadillac,2018,Used,70089,31070
Subaru,2024,New,7,35337
Dodge,2021,Used,44624,30895
Honda,2021,Used,18055,27699
Ford,2020,Used,46011,26500
BMW,2024,Used,1824,57540
Nissan,2024,New,10,34895
Nissan,2024,New,10,28700
Ford,2016,Used,174062,9888
Chrysler,2024,New,0,40693
Nissan,2024,New,10,29230
Honda,2024,New,5,41705
Chevrolet,2019,Certified,43676,26971
Ford,2013,Used,72367,11995
Rivian,2023,Used,4127,72981
INFINITI,2021,Used,56250,39972
Subaru,2024,New,15,37031
Chevrolet,2008,Used,61913,8900
Subaru,2024,New,7,38456
Ford,2021,Used,81767,24895
Tesla,2023,Used,24267,27834
BMW,2022,Certified,4727,41995
Lexus,2008,Used,167082,7777
Ford,2020,Used,58607,25636
Toyota,2017,Certified,74985,13800
Ford,2014,Used,120090,13995
Nissan,2017,Used,92738,14000
Subaru,2018,Used,34230,31257
Subaru,2024,New,2,36669
Mercedes-Benz,2022,Used,22915,51999
Honda,2015,Used,84740,13995
Honda,2020,Used,79562,24980
Ford,2024,New,5,28490
Jeep,2024,New,0,26765
Ford,2024,New,10,49450
Mercedes-Benz,2024,New,6,79110
Mazda,2012,Used,120311,4999
BMW,2014,Used,120000,12900
Audi,2018,Used,92793,16860
Nissan,2019,Used,96879,14975
Lincoln,2024,New,6,105065
Chevrolet,2024,New,5,25980
Cadillac,2017,Used,54282,38990
Acura,2007,Used,61110,11295
BMW,2024,New,,60920
Chevrolet,2015,Used,103445,10250
BMW,2013,Used,49123,21991
Ford,2024,New,6,35330
Chevrolet,2019,Used,94756,21495
Nissan,2023,New,2,50796
Chevrolet,2024,New,10,47590
Audi,2022,Used,10405,99972
BMW,2022,Used,14178,79972
Toyota,2024,New,0,64128
Honda,2021,Used,36024,22999
Jeep,2024,New,8,31815
Jaguar,2024,New,5,82168
Audi,2018,Used,15330,56995
Cadillac,2017,Used,58891,25741
Acura,2010,Used,138301,8892
Chevrolet,2022,Used,42377,50000
Nissan,2024,New,2,32797
Honda,2021,Used,30319,23995
Chevrolet,2021,Certified,28956,26150
Ford,2024,New,0,87355
Chevrolet,2021,Certified,48586,46971
Chevrolet,2017,Used,49806,9590
Chevrolet,2024,New,42,47095
Jeep,2024,New,,58750
Jeep,2024,New,10,48570
Chevrolet,2019,Used,9188,74900
Saab,2005,Used,109301,13800
Nissan,2008,Used,102053,6293
Honda,2025,New,5,51880
Ford,2014,Used,80163,14995
Volkswagen,2011,Used,47272,12400
BMW,2015,Used,42709,23690
Cadillac,2014,Used,131038,12591
Mazda,2024,New,15,30168
Mercedes-Benz,2024,New,69,73965
Mercedes-Benz,2024,New,9,71158
Chevrolet,2024,New,3,25490
Subaru,2024,Used,3202,35689
Lexus,2024,New,0,63610
Ford,2022,Used,8808,27998
Nissan,2024,New,2,52003
Mercedes-Benz,2024,New,5,62390
Jeep,2024,New,7,48188
Ford,2022,Used,15749,76995
Toyota,2018,Used,113554,20598
Honda,2002,Used,93000,22000
Kia,2019,Used,28023,19998
Ford,2015,Used,47484,21900
Volvo,2024,New,0,55240
Nissan,2024,New,10,29923
Jeep,2024,New,11,48257
Chevrolet,2021,Used,15134,28495
Chevrolet,2017,Used,81377,19073
Nissan,2024,New,6,33875
Chevrolet,2024,New,10,25745
Chrysler,2021,Certified,70834,29880
Land,2016,Used,114322,18995
Jeep,2022,New,133,59995
Genesis,2023,New,3990,88560
Cadillac,2018,Used,95484,32995
RAM,2024,New,41,66076
RAM,2024,New,,54276
Jeep,2017,Used,68410,15895
Chevrolet,2018,Used,35318,17700
Mazda,2019,Used,25463,21495
Ford,2018,Used,134925,13895
Jeep,2024,New,11,42580
BMW,2020,Used,45209,38946
Nissan,2022,Used,18286,24989
RAM,2024,New,1,74084
Honda,2024,New,0,31005
Chevrolet,2021,Used,71495,39789
Toyota,2021,Used,48611,34998
Cadillac,2016,Used,62513,23950
Cadillac,2024,Certified,10338,39450
Toyota,2024,New,3,35914
Jeep,2024,New,175,37177
Ford,2023,New,10,53145
Chrysler,2019,Used,97196,18701
Cadillac,2021,Used,53503,37995
Jeep,2017,Used,96103,22790
Mercedes-Benz,2022,Used,9086,69493
Jeep,2018,Used,66906,13999
BMW,2014,Used,119849,13999
Honda,2023,Certified,8070,45997
Mazda,1993,Used,33451,75900
Chevrolet,2021,Certified,31027,38988
Nissan,2019,Used,67492,24500
Nissan,2022,Used,29792,26480
Dodge,2021,Used,51250,34995
Jeep,2024,New,9,30185
Honda,2024,New,5,43655
Jeep,2024,New,15,44126
Chevrolet,2023,Used,20019,22264
Dodge,2020,Used,34025,39998
Mercedes-Benz,2024,New,15,70189
Jeep,2024,New,13,60670
Volkswagen,2023,Used,8707,26949
Jeep,2024,New,5,43043
Dodge,2021,Certified,43984,42494
Kia,2020,Used,88825,22481
Ford,2023,New,0,76344
RAM,2016,Used,170154,26495
Buick,2018,Used,37997,19998
Mercedes-Benz,2024,Certified,1929,64575
Chrysler,2015,Used,33518,17998
Nissan,2023,Certified,6524,35000
Ford,2023,Used,12664,26402
Subaru,2021,Certified,31740,25917
Mercedes-Benz,2019,Used,30936,55998
Dodge,2023,Used,25189,31995
Nissan,2023,Used,7600,27998
Lexus,2019,Used,32013,31998
Honda,2006,Used,125124,8900
Dodge,2021,Used,54256,31000
Chevrolet,2021,Certified,42448,47952
BMW,2021,Used,46546,29885
Dodge,2021,Used,33413,30400
Chevrolet,2007,Used,141005,4999
Mercedes-Benz,2024,New,22,84780
Buick,2021,Used,11780,28952
Ford,2023,New,10,78785
Nissan,2024,New,2,40325
Volkswagen,2023,Used,3714,28750
BMW,2019,Used,83361,27888
Chrysler,2023,New,8,37585
Nissan,2024,New,5,27710
Kia,2016,Used,90076,8490
Toyota,2021,Used,5223,25985
Subaru,2024,New,6,45316
Bentley,2021,Used,8550,179948
Honda,2015,Used,79346,18998
Ford,2019,Used,143770,24950
Nissan,2023,New,2,59975
Audi,2021,Used,72780,23745
Lexus,2024,New,0,58715
Hyundai,2024,New,0,31209
Tesla,2017,Used,118511,17995
Chrysler,2015,Used,119659,9985
Mercedes-Benz,2023,New,3,114685
Tesla,2022,Used,29601,26885
Toyota,2011,Used,81130,15985
Jeep,2020,Used,6883,18881
Audi,2017,Used,79482,16999
Mitsubishi,2003,Used,196066,3888
Toyota,2024,New,5,49268
Honda,2021,Used,37776,29988
Jeep,2019,Used,68559,21295
BMW,2014,Used,45855,11795
Ford,2019,Used,58181,21495
Toyota,2007,Used,104448,23888
Ford,2023,New,0,40490
Ford,2018,Used,138753,22950
BMW,2021,Used,43457,44873
Chevrolet,2020,Used,40074,21998
Subaru,2024,New,5,32862
BMW,2016,Used,74004,15495
Mercedes-Benz,2024,Used,3728,84977
Nissan,2021,Used,24425,17650
RAM,2024,New,0,50015
Volkswagen,2014,Used,73835,16950
Porsche,2024,Certified,4130,94300
Subaru,2024,New,3,48197
Mercedes-Benz,2018,Used,67468,23495
Dodge,2015,Used,80053,10495
Chevrolet,2024,New,3,42695
Mercedes-Benz,2021,Used,41582,38900
Cadillac,2024,New,4,77850
Volkswagen,2020,Used,10230,21985
Ford,2016,Used,140708,9995
Buick,2007,Used,71699,7499
Subaru,2021,Certified,25899,23544
Chevrolet,2024,New,5,24496
Cadillac,2024,New,2,84072
GMC,2024,New,156,54963
Scion,2016,Used,62035,10885
Chrysler,2017,Used,102516,18998
Lincoln,2019,Used,52654,19890
Kia,2023,New,11,36769
Jeep,2024,New,9,41837
Subaru,2024,New,6,33787
Ford,2018,Used,38969,15491
INFINITI,2013,Used,104443,9999
Chevrolet,2020,Used,70009,45800
Dodge,2022,Used,35289,57998
RAM,2023,New,2,39970
Chevrolet,2007,Used,18185,31950
Chevrolet,2014,Used,74499,17434
Audi,2019,Used,35902,41888
Buick,2017,Used,74326,18882
Ford,2019,Used,87315,15992
Ford,2024,New,27,33205
Chrysler,2024,New,0,52625
Audi,2021,Used,23625,48880
Chevrolet,2016,Used,130993,8500
BMW,2022,Used,6848,92000
Ford,2024,New,2,35344
Chevrolet,2024,New,4,30960
Chevrolet,2020,Used,62258,18757
Porsche,2023,Certified,7010,99000
Chevrolet,2020,Used,54338,28949
Jeep,2023,New,,44389
Chevrolet,2003,Used,103287,17495
Audi,2020,Used,21869,49170
Lexus,2016,Used,117500,43900
Toyota,2023,Used,18593,23990
Mercedes-Benz,2024,New,5,251160
Ford,2020,Used,47849,20614
Subaru,2024,New,5,36408
Jeep,2019,Used,75581,22949
Jeep,2022,Used,15755,32575
Lexus,2024,New,0,48830
Toyota,2021,Used,26802,33988
Ferrari,2018,Certified,7543,189900
Nissan,2024,New,10,31295
Cadillac,2021,Certified,21699,81809
Jeep,2024,New,0,34255
Cadillac,2016,Used,132758,13495
Lincoln,2023,New,4,51910
Ford,1990,Used,15059,18800
Lincoln,2024,New,10,97980
Cadillac,2013,Used,120806,18950
Nissan,2024,New,0,31109
Jeep,2021,Used,45671,20450
Cadillac,2017,Used,54456,22749
Jeep,2024,New,,52957
Cadillac,2024,New,5,57825
Jeep,2018,Certified,44013,34499
Cadillac,2022,Certified,16058,91983
Kia,2024,New,8,24902
Jeep,2024,New,5,47375
Rivian,2023,Used,10689,68977
Toyota,2024,New,0,60206
Pontiac,2008,Used,92163,6448
Jeep,2022,Used,3059,43994
Chevrolet,2021,Used,43238,34400
Mercedes-Benz,2024,New,25,71761
Ford,2024,New,13,41620
Chevrolet,2021,Used,19425,20500
RAM,2022,Certified,11235,62900
Audi,2021,Used,20737,46399
RAM,2017,Used,53770,28295
Chevrolet,2006,Used,308082,3995
Mercedes-Benz,2024,New,12,61585
Lexus,2010,Used,128900,9995
Chevrolet,2017,Used,22401,16112
Chevrolet,2022,Used,39384,60995
Lexus,2020,Used,58519,27849
Audi,2023,Certified,4975,58692
Mercedes-Benz,2024,New,5,58055
GMC,2024,Used,3125,59998
BMW,2022,Used,25223,31885
Mercedes-Benz,2024,New,10,89595
Mercedes-Benz,2018,Used,147517,36996
Jeep,2019,Used,32764,21995
Cadillac,2021,Used,29567,31977
Mercedes-Benz,2024,New,5,62405
Jeep,2023,Used,7826,47389
Jeep,2024,New,12,26101
Ford,2017,Used,131206,22995
Nissan,2023,Certified,12366,32000
Porsche,2018,Used,41278,60999
Nissan,2024,New,7,32984
Nissan,2024,New,2,46255
Acura,2022,Used,16673,37990
Maserati,2023,New,4447,72000
Hyundai,2022,Used,32362,21998
Mazda,2010,Used,144530,5250
Chevrolet,2018,Used,35600,18695
Ford,2024,New,5,42825
Dodge,2005,Used,48265,31995
Lamborghini,2018,Used,2482,359895
Chrysler,2023,New,12,43577
INFINITI,2021,Used,30475,28888
Cadillac,2024,New,4,68905
Nissan,2024,New,10,34805
BMW,2019,Used,18792,27998
Jeep,2024,New,10,38430
Jaguar,2013,Used,73567,15499
Hyundai,2024,New,9,35081
Tesla,2018,Used,44633,38983
BMW,2024,New,7,61150
Chevrolet,2024,New,3,27590
BMW,2016,Used,61483,18995
Hyundai,2019,Used,66979,14918
GMC,2024,New,3,29000
Chevrolet,2024,New,2,49995
INFINITI,2024,New,5,79355
Subaru,2024,New,6,26432
Chevrolet,2024,Used,5594,24536
RAM,2014,Used,36844,41500
Chevrolet,2017,Used,78391,17998
Ford,2021,Used,37499,36000
GMC,2022,Certified,18696,37989
Jaguar,2020,Used,34123,25685
Subaru,2024,New,6,34794
Alfa,2024,New,77,49450
Ford,2024,New,2,28377
Chevrolet,2021,Certified,51062,27500
BMW,2018,Used,49300,35350
Cadillac,2005,Used,46416,8995
Ford,2019,Used,71721,17577
Mazda,2024,New,16,33790
BMW,2010,Used,28006,31995
BMW,2021,Used,50542,44490
Chevrolet,2024,New,3,52715
Subaru,2024,New,1,31333
BMW,2014,Used,89458,17495
Hyundai,2021,Used,41158,23886
Hyundai,2022,Certified,29498,24614
Dodge,2023,New,8,27900
Cadillac,2024,New,4,81180
Lincoln,2016,Used,104691,14497
Mazda,2021,Used,26370,22995
Hyundai,2024,New,9,39985
MINI,2024,New,7,36265
Lexus,2024,New,0,82004
Volkswagen,2024,New,6,33170
Chevrolet,2012,Used,110075,7990
Nissan,2024,New,2,40325
Rivian,2022,Used,18673,71972
Nissan,2024,New,10,22585
Ford,2021,Used,50706,19998
Plymouth,1970,Used,44972,26995
Lincoln,2016,Used,103052,12995
Jeep,2024,New,19,57210
Toyota,2024,New,0,25919
Dodge,2024,New,1,33566
RAM,2014,Used,84997,18491
Hyundai,2018,Used,21450,17558
Jeep,2016,Used,110320,18495
Honda,2024,Certified,344,50000
Ford,2023,New,3,57490
Porsche,2019,Used,7261,75975
Volvo,2024,New,0,55725
Chevrolet,2013,Used,61672,13490
Bentley,2007,Used,66875,69950
Jeep,2024,New,10,25843
Mercedes-Benz,2023,New,38,55086
Volkswagen,2024,New,7,34832
Tesla,2021,Used,33769,29990
Ford,2024,New,3,55570
Mercedes-Benz,2024,New,9,82786
Saab,2005,Used,85268,8555
RAM,2024,New,0,55230
Ford,2022,Used,18460,23998
Nissan,2020,Used,17588,15726
Lexus,2014,Used,103247,25995
Chevrolet,2024,New,3,44195
Maserati,2017,Used,68076,30990
Jaguar,2024,New,10,56980
Kia,2024,New,10,22690
